19, 1e-06, 2e-06, 3e-06, 3e-06, 5e-06, 4e-06, 2.1e-05, 2.2e-05, 2.1e-05, 1e-06, 3e-06, 3e-06
20, 0, 2e-06, 3e-06, 3e-06, 5e-06, 4e-06, 2.2e-05, 2.4e-05, 2.3e-05, 4e-06, 5e-06, 5e-06
21, 1e-06, 2e-06, 4e-06, 3e-06, 5e-06, 5e-06, 2.4e-05, 2.6e-05, 2.4e-05, 3e-06, 5e-06, 5e-06
22, 0, 2e-06, 4e-06, 3e-06, 5e-06, 5e-06, 2.5e-05, 2.6e-05, 2.5e-05, 4e-06, 5e-06, 5e-06
23, 0, 3e-06, 4e-06, 4e-06, 6e-06, 5e-06, 2.6e-05, 2.8e-05, 2.6e-05, 4e-06, 5e-06, 5e-06
24, 1e-06, 3e-06, 4e-06, 3e-06, 6e-06, 6e-06, 2.7e-05, 2.9e-05, 2.7e-05, 4e-06, 5e-06, 5e-06
25, 1e-06, 3e-06, 5e-06, 4e-06, 5e-06, 6e-06, 2.8e-05, 3e-05, 2.9e-05, 3e-06, 6e-06, 6e-06
26, 0, 4e-06, 5e-06, 4e-06, 6e-06, 6e-06, 3e-05, 3.1e-05, 3e-05, 4e-06, 5e-06, 5e-06
27, 1e-06, 3e-06, 6e-06, 4e-06, 6e-06, 6e-06, 3e-05, 3.3e-05, 3e-05, 4e-06, 6e-06, 6e-06
28, 1e-06, 3e-06, 5e-06, 4e-06, 6e-06, 6e-06, 3.1e-05, 3.4e-05, 3.1e-05, 3e-06, 5e-06, 6e-06
29, 1e-06, 4e-06, 6e-06, 4e-06, 7e-06, 7e-06, 3.2e-05, 3.5e-05, 3.2e-05, 4e-06, 6e-06, 7e-06
30, 1e-06, 5e-06, 6e-06, 4e-06, 6e-06, 6e-06, 3.3e-05, 3.5e-05, 3.3e-05, 4e-06, 6e-06, 7e-06
31, 1e-06, 4e-06, 6e-06, 4e-06, 6e-06, 8e-06, 3.4e-05, 3.6e-05, 3.5e-05, 4e-06, 6e-06, 7e-06
32, 1e-06, 4e-06, 7e-06, 4e-06, 7e-06, 7e-06, 3.4e-05, 3.8e-05, 3.5e-05, 4e-06, 7e-06, 8e-06
33, 1e-06, 4e-06, 7e-06, 5e-06, 7e-06, 8e-06, 3.7e-05, 3.9e-05, 3.7e-05, 5e-06, 7e-06, 8e-06
34, 1e-06, 6e-06, 8e-06, 5e-06, 7e-06, 8e-06, 3.9e-05, 4.1e-05, 4.1e-05, 4e-06, 7e-06, 8e-06
35, 1e-06, 5e-06, 9e-06, 5e-06, 8e-06, 9e-06, 5.1e-05, 4.3e-05, 4.2e-05, 4e-06, 8e-06, 9e-06
36, 1e-06, 5e-06, 9e-06, 5e-06, 8e-06, 8e-06, 4.2e-05, 4.5e-05, 4.3e-05, 4e-06, 8e-06, 9e-06
37, 1e-06, 5e-06, 9e-06, 4e-06, 8e-06, 9e-06, 4.4e-05, 4.6e-05, 4.5e-05, 4e-06, 8e-06, 9e-06
38, 1e-06, 6e-06, 1e-05, 4e-06, 8e-06, 9e-06, 4.8e-05, 4.8e-05, 4.6e-05, 4e-06, 8e-06, 9e-06
39, 1e-06, 7e-06, 1e-05, 5e-06, 9e-06, 1e-05, 4.6e-05, 4.9e-05, 4.6e-05, 7e-06, 1e-05, 1.1e-05
40, 1e-06, 6e-06, 1e-05, 4e-06, 9e-06, 1e-05, 4.8e-05, 5.1e-05, 5e-05, 9e-06, 1.2e-05, 1.2e-05
41, 1e-06, 6e-06, 1.1e-05, 5e-06, 8e-06, 1e-05, 4.9e-05, 5.3e-05, 4.9e-05, 1e-05, 1.3e-05, 1.3e-05
42, 1e-06, 7e-06, 1.1e-05, 4e-06, 9e-06, 1e-05, 5e-05, 5.4e-05, 5.1e-05, 1e-05, 1.4e-05, 1.3e-05
43, 1e-06, 7e-06, 1.2e-05, 5e-06, 9e-06, 1e-05, 5.1e-05, 5.5e-05, 5.2e-05, 1e-05, 1.3e-05, 1.4e-05
44, 1e-06, 7e-06, 1.3e-05, 5e-06, 1e-05, 1.1e-05, 5.7e-05, 5.6e-05, 5.3e-05, 1e-05, 1.4e-05, 1.3e-05
45, 1e-06, 7e-06, 1.8e-05, 4e-06, 1e-05, 1.1e-05, 5.4e-05, 5.7e-05, 5.6e-05, 9e-06, 1.4e-05, 1.4e-05
46, 1e-06, 9e-06, 1.4e-05, 5e-06, 9e-06, 1.1e-05, 5.6e-05, 5.8e-05, 5.6e-05, 1e-05, 1.4e-05, 1.5e-05
47, 1e-06, 8e-06, 1.4e-05, 5e-06, 1e-05, 1.2e-05, 5.8e-05, 6.2e-05, 5.7e-05, 1e-05, 1.4e-05, 1.5e-05
48, 1e-06, 8e-06, 1.5e-05, 5e-06, 1e-05, 1.2e-05, 5.5e-05, 6e-05, 5.4e-05, 8e-06, 1.2e-05, 1.1e-05
49, 1e-06, 6e-06, 1.2e-05, 4e-06, 8e-06, 9e-06, 4.7e-05, 5.8e-05, 4.6e-05, 8e-06, 1.1e-05, 1.1e-05
50, 1e-06, 7e-06, 1.2e-05, 3e-06, 9e-06, 1e-05, 4.7e-05, 5e-05, 4.7e-05, 8e-06, 1.1e-05, 1.1e-05
51, 1e-06, 8e-06, 1.3e-05, 4e-06, 8e-06, 1e-05, 4.8e-05, 5e-05, 4.8e-05, 8e-06, 1.1e-05, 1.2e-05
52, 1e-06, 8e-06, 1.4e-05, 4e-06, 9e-06, 1e-05, 4.8e-05, 5.1e-05, 5e-05, 8e-06, 1.2e-05, 1.2e-05
53, 1e-06, 8e-06, 1.5e-05, 4e-06, 9e-06, 1.1e-05, 5e-05, 5.2e-05, 5e-05, 8e-06, 1.2e-05, 1.2e-05
54, 1e-06, 8e-06, 1.5e-05, 4e-06, 9e-06, 1.1e-05, 5e-05, 5.3e-05, 4.9e-05, 9e-06, 1.2e-05, 1.3e-05
55, 1e-06, 9e-06, 1.5e-05, 4e-06, 9e-06, 1.2e-05, 5.1e-05, 5.4e-05, 5.1e-05, 8e-06, 1.3e-05, 1.2e-05
56, 1e-06, 9e-06, 1.6e-05, 5e-06, 1e-05, 1.2e-05, 5.1e-05, 5.5e-05, 5.2e-05, 9e-06, 1.3e-05, 1.2e-05
57, 0, 8e-06, 1.6e-05, 4e-06, 1e-05, 1.2e-05, 5.3e-05, 5.7e-05, 5.2e-05, 9e-06, 1.3e-05, 1.2e-05
58, 1e-06, 9e-06, 1.7e-05, 4e-06, 1e-05, 1.2e-05, 5.3e-05, 5.6e-05, 5.3e-05, 9e-06, 1.2e-05, 1.4e-05
59, 1e-06, 1e-05, 1.7e-05, 4e-06, 1e-05, 1.3e-05, 5.5e-05, 5.8e-05, 5.4e-05, 9e-06, 1.2e-05, 1.3e-05
60, 1e-06, 1.1e-05, 1.8e-05, 5e-06, 1e-05, 1.4e-05, 5.5e-05, 5.8e-05, 5.4e-05, 8e-06, 1.3e-05, 1.3e-05
61, 1e-06, 1e-05, 1.8e-05, 4e-06, 1.1e-05, 1.3e-05, 5.7e-05, 5.9e-05, 5.7e-05, 8e-06, 1.3e-05, 1.4e-05
62, 1e-06, 1e-05, 1.9e-05, 5e-06, 1.1e-05, 1.4e-05, 5.7e-05, 6e-05, 5.6e-05, 8e-06, 1.3e-05, 1.4e-05
63, 1e-06, 1.1e-05, 2.7e-05, 4e-06, 1e-05, 1.4e-05, 5.7e-05, 6e-05, 5.7e-05, 9e-06, 1.3e-05, 1.3e-05
64, 1e-06, 1.1e-05, 2e-05, 5e-06, 1.1e-05, 1.5e-05, 5.8e-05, 6.2e-05, 5.8e-05, 9e-06, 1.4e-05, 1.5e-05
65, 1e-06, 1.2e-05, 2.1e-05, 5e-06, 1.3e-05, 1.5e-05, 5.7e-05, 6.3e-05, 4.7e-05, 7e-06, 1.1e-05, 1.2e-05
66, 1e-06, 9e-06, 1.7e-05, 4e-06, 1e-05, 1.2e-05, 4.6e-05, 5e-05, 4.7e-05, 8e-06, 1.2e-05, 1.2e-05
67, 1e-06, 1e-05, 1.7e-05, 3e-06, 9e-06, 1.2e-05, 4.7e-05, 5.1e-05, 4.8e-05, 8e-06, 1.2e-05, 1.2e-05
68, 1e-06, 1e-05, 1.7e-05, 4e-06, 1e-05, 1.2e-05, 4.9e-05, 5.3e-05, 5e-05, 7e-06, 1.1e-05, 1.3e-05
69, 1e-06, 9e-06, 1.8e-05, 4e-06, 9e-06, 1.2e-05, 5.1e-05, 5.3e-05, 5e-05, 8e-06, 1.2e-05, 1.2e-05
70, 0, 1e-05, 1.8e-05, 4e-06, 1e-05, 1.3e-05, 5.2e-05, 5.5e-05, 5.3e-05, 7e-06, 1.2e-05, 1.2e-05
71, 1e-06, 1.1e-05, 1.9e-05, 4e-06, 1e-05, 1.3e-05, 5.3e-05, 5.7e-05, 5.3e-05, 8e-06, 1.2e-05, 1.3e-05
72, 1e-06, 9e-06, 1.9e-05, 3e-06, 1e-05, 1.3e-05, 5.3e-05, 5.7e-05, 5.5e-05, 7e-06, 1.2e-05, 1.2e-05
73, 0, 1e-05, 2e-05, 4e-06, 1e-05, 1.4e-05, 5.4e-05, 5.8e-05, 5.5e-05, 7e-06, 1.2e-05, 1.2e-05
74, 1e-06, 1.1e-05, 2.1e-05, 4e-06, 1.1e-05, 1.4e-05, 5.6e-05, 5.9e-05, 5.7e-05, 7e-06, 1.2e-05, 1.3e-05
75, 1e-06, 1.1e-05, 2.1e-05, 4e-06, 1.1e-05, 1.4e-05, 5.6e-05, 5.9e-05, 5.6e-05, 8e-06, 1.3e-05, 1.3e-05
76, 1e-06, 1.3e-05, 2.1e-05, 4e-06, 1.1e-05, 1.4e-05, 5.8e-05, 6.1e-05, 6.3e-05, 7e-06, 1.3e-05, 1.3e-05
77, 0, 1.2e-05, 2.2e-05, 4e-06, 1.1e-05, 1.5e-05, 6e-05, 6.3e-05, 5.9e-05, 1.2e-05, 1.4e-05, 1.4e-05
78, 1e-06, 1.3e-05, 2.3e-05, 4e-06, 1.2e-05, 1.4e-05, 5.9e-05, 6.3e-05, 5.9e-05, 1.1e-05, 1.5e-05, 1.5e-05
79, 1e-06, 1.3e-05, 2.3e-05, 4e-06, 1.2e-05, 1.6e-05, 5.9e-05, 6.4e-05, 5.9e-05, 1.3e-05, 1.7e-05, 1.7e-05
80, 1e-06, 1.4e-05, 2.3e-05, 4e-06, 1.1e-05, 1.6e-05, 5.9e-05, 6.4e-05, 6e-05, 1.4e-05, 1.8e-05, 1.8e-05
81, 1e-06, 1.3e-05, 2.4e-05, 4e-06, 1.1e-05, 1.6e-05, 6.1e-05, 6.4e-05, 6.1e-05, 1.3e-05, 1.9e-05, 1.7e-05
82, 1e-06, 1.3e-05, 2.5e-05, 4e-06, 1.2e-05, 1.6e-05, 6.2e-05, 6.5e-05, 6.2e-05, 1.4e-05, 1.8e-05, 1.8e-05
83, 1e-06, 1.4e-05, 2.6e-05, 4e-06, 1.2e-05, 1.7e-05, 6.2e-05, 6.6e-05, 6.4e-05, 1.4e-05, 1.8e-05, 1.8e-05
84, 1e-06, 1.5e-05, 2.6e-05, 4e-06, 1.3e-05, 1.6e-05, 6.3e-05, 6.6e-05, 6.5e-05, 1.4e-05, 1.9e-05, 1.8e-05
85, 1e-06, 1.5e-05, 2.7e-05, 4e-06, 1.2e-05, 1.7e-05, 6.3e-05, 6.7e-05, 6.5e-05, 1.4e-05, 1.9e-05, 1.8e-05
86, 1e-06, 1.4e-05, 2.7e-05, 4e-06, 1.2e-05, 1.8e-05, 6.4e-05, 7e-05, 6.5e-05, 1.4e-05, 1.9e-05, 1.8e-05
87, 1e-06, 1.5e-05, 2.7e-05, 4e-06, 1.2e-05, 1.7e-05, 6.7e-05, 6.9e-05, 6.5e-05, 1.4e-05, 2e-05, 1.8e-05
88, 1e-06, 1.8e-05, 4.3e-05, 7e-06, 1.9e-05, 3.3e-05, 6.6e-05, 7.1e-05, 6.6e-05, 1.5e-05, 1.9e-05, 1.8e-05
89, 1e-06, 1.4e-05, 2.9e-05, 5e-06, 1.3e-05, 1.9e-05, 6.8e-05, 7.1e-05, 6.7e-05, 1.4e-05, 1.9e-05, 1.8e-05
90, 1e-06, 1.6e-05, 3e-05, 4e-06, 1.3e-05, 1.9e-05, 6.8e-05, 7.2e-05, 7e-05, 1.5e-05, 2e-05, 1.9e-05
91, 1e-06, 1.7e-05, 3e-05, 4e-06, 1.3e-05, 1.9e-05, 6.8e-05, 7.4e-05, 6.8e-05, 1.4e-05, 2e-05, 1.9e-05
92, 1e-06, 1.7e-05, 3.1e-05, 5e-06, 1.4e-05, 2e-05, 6.9e-05, 7.3e-05, 7e-05, 1.5e-05, 2e-05, 1.9e-05
93, 1e-06, 1.7e-05, 3.2e-05, 5e-06, 1.4e-05, 2e-05, 7e-05, 7.5e-05, 6.9e-05, 1.5e-05, 2e-05, 2e-05
94, 1e-06, 1.7e-05, 3.3e-05, 4e-06, 1.5e-05, 2.1e-05, 7.1e-05, 7.5e-05, 7.1e-05, 1.5e-05, 2.1e-05, 1.9e-05
95, 1e-06, 1.8e-05, 3.5e-05, 4e-06, 1.4e-05, 2.1e-05, 7.2e-05, 7.6e-05, 7.3e-05, 1.5e-05, 2.1e-05, 1.9e-05
96, 1e-06, 1.7e-05, 3.4e-05, 4e-06, 1.5e-05, 2.2e-05, 7.2e-05, 7.8e-05, 7.3e-05, 1.4e-05, 2.1e-05, 2e-05
97, 1e-06, 2e-05, 3.4e-05, 5e-06, 1.6e-05, 2.2e-05, 7.3e-05, 7.7e-05, 7.4e-05, 1.5e-05, 2.2e-05, 2e-05
98, 1e-06, 2e-05, 3.5e-05, 4e-06, 1.6e-05, 2.2e-05, 8.7e-05, 7.9e-05, 7.5e-05, 1.5e-05, 2.1e-05, 2e-05
99, 1e-06, 2.1e-05, 3.6e-05, 5e-06, 1.6e-05, 2.3e-05, 7.5e-05, 8e-05, 7.5e-05, 1.5e-05, 2.2e-05, 2e-05
100, 1e-06, 1.8e-05, 3.7e-05, 5e-06, 1.6e-05, 2.3e-05, 7.5e-05, 8e-05, 7.5e-05, 1.7e-05, 2.1e-05, 2.8e-05
101, 1e-06, 2.2e-05, 3.8e-05, 5e-06, 1.7e-05, 2.3e-05, 8e-05, 8.1e-05, 8.5e-05, 1.6e-05, 2.1e-05, 2.1e-05
102, 1e-06, 1.9e-05, 3.8e-05, 8e-06, 2e-05, 3.3e-05, 7.9e-05, 9.8e-05, 7.7e-05, 1.5e-05, 2.5e-05, 2e-05
103, 1e-06, 2.1e-05, 3.9e-05, 5e-06, 1.7e-05, 2.4e-05, 7.7e-05, 8.2e-05, 7.8e-05, 1.5e-05, 2.1e-05, 2e-05
104, 2e-06, 2.1e-05, 4e-05, 4e-06, 1.5e-05, 2.4e-05, 7.7e-05, 8.3e-05, 7.8e-05, 1.6e-05, 2.2e-05, 2.2e-05
105, 1e-06, 2.3e-05, 4e-05, 5e-06, 2e-05, 2.5e-05, 7.7e-05, 8.7e-05, 7.9e-05, 1.6e-05, 2.5e-05, 2.1e-05
106, 1e-06, 2.3e-05, 4.1e-05, 4e-06, 1.9e-05, 2.5e-05, 7.9e-05, 8.6e-05, 7.9e-05, 1.6e-05, 2.9e-05, 2.2e-05
107, 1e-06, 2.3e-05, 4.2e-05, 6e-06, 2.1e-05, 2.9e-05, 9.7e-05, 0.000102, 9.7e-05, 1.9e-05, 2.7e-05, 2.5e-05
108, 1e-06, 2.5e-05, 5e-05, 4e-06, 1.7e-05, 2.6e-05, 7.9e-05, 8.6e-05, 8e-05, 1.5e-05, 2.3e-05, 2.1e-05
109, 2e-06, 2.2e-05, 4.4e-05, 5e-06, 1.9e-05, 2.6e-05, 8.1e-05, 8.8e-05, 8e-05, 1.7e-05, 2.4e-05, 2.2e-05
110, 1e-06, 2.3e-05, 4.5e-05, 6e-06, 2e-05, 3.1e-05, 9.9e-05, 0.000105, 9.9e-05, 2e-05, 2.7e-05, 2.6e-05
111, 2e-06, 2.8e-05, 5.2e-05, 6e-06, 2e-05, 3.2e-05, 0.0001, 0.000106, 0.0001, 1.9e-05, 2.7e-05, 2.6e-05
112, 2e-06, 2.9e-05, 5.4e-05, 5e-06, 2.2e-05, 3.2e-05, 0.000101, 0.000107, 0.0001, 2e-05, 2.7e-05, 2.6e-05
113, 2e-06, 3.2e-05, 5.4e-05, 6e-06, 2.2e-05, 3.3e-05, 0.000102, 0.000108, 0.000101, 2e-05, 2.8e-05, 2.6e-05
114, 2e-06, 3.1e-05, 5.5e-05, 6e-06, 2.2e-05, 3.7e-05, 8.4e-05, 9e-05, 8.4e-05, 1.6e-05, 2.3e-05, 2.3e-05
115, 1e-06, 2.7e-05, 4.9e-05, 5e-06, 1.9e-05, 2.9e-05, 8.5e-05, 9.1e-05, 8.5e-05, 1.6e-05, 2.5e-05, 2.3e-05
116, 1e-06, 2.9e-05, 4.9e-05, 5e-06, 2e-05, 3e-05, 8.5e-05, 9.1e-05, 8.3e-05, 1.6e-05, 2.3e-05, 2.4e-05
117, 1e-06, 2.7e-05, 4.9e-05, 5e-06, 2e-05, 3e-05, 8.4e-05, 9.2e-05, 8.5e-05, 1.7e-05, 2.4e-05, 2.3e-05
118, 1e-06, 2.8e-05, 5e-05, 5e-06, 2e-05, 3.1e-05, 8.5e-05, 9.2e-05, 8.5e-05, 1.6e-05, 2.4e-05, 2.3e-05
119, 1e-06, 2.9e-05, 5.1e-05, 5e-06, 2.1e-05, 3e-05, 8.7e-05, 9.1e-05, 8.7e-05, 1.7e-05, 2.5e-05, 2.4e-05
120, 1e-06, 2.7e-05, 5.3e-05, 5e-06, 2e-05, 3.1e-05, 8.8e-05, 9.3e-05, 8.7e-05, 1.7e-05, 2.5e-05, 2.4e-05
121, 2e-06, 2.9e-05, 5.3e-05, 5e-06, 2e-05, 3.2e-05, 8.9e-05, 9.4e-05, 9e-05, 1.7e-05, 2.4e-05, 2.4e-05
122, 2e-06, 3.2e-05, 5.9e-05, 5e-06, 2.2e-05, 3.2e-05, 8.9e-05, 9.6e-05, 8.8e-05, 1.6e-05, 2.5e-05, 2.4e-05
123, 1e-06, 3.2e-05, 5.5e-05, 5e-06, 2.2e-05, 3.3e-05, 9e-05, 9.6e-05, 0.00011, 1.7e-05, 2.6e-05, 2.4e-05
124, 1e-06, 3e-05, 5.6e-05, 7e-06, 2.7e-05, 3.4e-05, 9e-05, 9.6e-05, 0.000102, 1.7e-05, 2.5e-05, 2.5e-05
125, 1e-06, 3e-05, 6.3e-05, 1e-05, 3.1e-05, 4e-05, 9e-05, 9.7e-05, 9.1e-05, 1.7e-05, 2.6e-05, 2.5e-05
126, 1e-06, 3.3e-05, 5.8e-05, 5e-06, 2.3e-05, 3.4e-05, 9e-05, 9.8e-05, 9.2e-05, 1.7e-05, 2.5e-05, 2.5e-05
127, 2e-06, 3.3e-05, 5.9e-05, 5e-06, 2.2e-05, 3.5e-05, 9.1e-05, 9.9e-05, 9.1e-05, 1.7e-05, 2.6e-05, 2.6e-05
128, 1e-06, 3.3e-05, 6e-05, 5e-06, 2.3e-05, 3.5e-05, 9.3e-05, 9.9e-05, 9.2e-05, 1.7e-05, 2.6e-05, 2.5e-05
129, 1e-06, 3.3e-05, 6e-05, 5e-06, 2.3e-05, 3.5e-05, 9.5e-05, 0.000111, 9.3e-05, 1.7e-05, 2.6e-05, 2.6e-05
130, 1e-06, 3.4e-05, 6.2e-05, 6e-06, 2.3e-05, 3.6e-05, 9.5e-05, 0.000102, 9.5e-05, 1.9e-05, 2.7e-05, 2.7e-05
131, 1e-06, 3e-05, 6.3e-05, 5e-06, 2.4e-05, 3.6e-05, 9.7e-05, 0.000104, 9.7e-05, 1.8e-05, 2.8e-05, 2.6e-05
132, 2e-06, 3.5e-05, 6.3e-05, 6e-06, 2.5e-05, 3.7e-05, 0.000101, 0.000106, 9.9e-05, 1.9e-05, 2.7e-05, 2.7e-05
133, 1e-06, 3.8e-05, 6.4e-05, 6e-06, 2.5e-05, 3.7e-05, 9.9e-05, 0.000106, 9.9e-05, 1.9e-05, 2.7e-05, 2.7e-05
134, 1e-06, 3.5e-05, 6.5e-05, 5e-06, 2.6e-05, 3.8e-05, 9.9e-05, 0.00011, 0.0001, 1.9e-05, 2.9e-05, 2.7e-05
135, 1e-06, 3.6e-05, 6.7e-05, 6e-06, 2.4e-05, 3.8e-05, 0.000103, 0.000111, 0.000106, 1.9e-05, 2.9e-05, 2.8e-05
136, 1e-06, 3.4e-05, 7.2e-05, 5e-06, 2.5e-05, 3.9e-05, 0.000103, 0.000111, 0.000103, 1.8e-05, 2.8e-05, 2.7e-05
137, 1e-06, 3.8e-05, 6.8e-05, 6e-06, 2.5e-05, 4e-05, 0.000106, 0.000113, 0.000104, 1.9e-05, 2.8e-05, 2.8e-05
138, 2e-06, 4e-05, 6.9e-05, 6e-06, 2.7e-05, 4.1e-05, 0.000107, 0.000112, 0.000106, 1.9e-05, 2.9e-05, 2.8e-05
139, 1e-06, 3.6e-05, 7e-05, 6e-06, 2.5e-05, 4.1e-05, 0.000105, 0.000114, 0.000108, 1.9e-05, 2.9e-05, 2.9e-05
140, 1e-06, 3.4e-05, 7.1e-05, 6e-06, 2.6e-05, 4.1e-05, 0.000108, 0.000115, 0.000108, 1.9e-05, 2.9e-05, 2.9e-05
141, 1e-06, 3.7e-05, 7.2e-05, 6e-06, 2.5e-05, 4.2e-05, 0.00011, 0.000117, 0.000108, 1.9e-05, 2.9e-05, 2.9e-05
142, 1e-06, 3.8e-05, 7.2e-05, 6e-06, 2.7e-05, 4.2e-05, 0.000108, 0.000121, 0.000109, 1.8e-05, 2.9e-05, 2.9e-05
143, 1e-06, 3.8e-05, 7.3e-05, 6e-06, 2.5e-05, 4.3e-05, 0.000111, 0.000119, 0.000113, 1.9e-05, 2.9e-05, 2.9e-05
144, 2e-06, 4.3e-05, 7.5e-05, 6e-06, 2.7e-05, 4.3e-05, 0.000112, 0.000119, 0.000113, 1.9e-05, 3e-05, 3e-05
145, 2e-06, 3.9e-05, 7.6e-05, 6e-06, 2.9e-05, 4.3e-05, 0.000112, 0.000119, 0.000116, 1.9e-05, 2.9e-05, 3e-05
146, 1e-06, 4e-05, 7.6e-05, 6e-06, 2.8e-05, 4.5e-05, 0.000112, 0.000123, 0.000116, 1.9e-05, 3e-05, 3e-05
147, 1e-06, 3.8e-05, 7.8e-05, 6e-06, 2.8e-05, 4.4e-05, 0.000113, 0.000122, 0.000114, 1.9e-05, 3e-05, 2.9e-05
148, 2e-06, 4.8e-05, 7.9e-05, 6e-06, 3.1e-05, 4.5e-05, 0.000115, 0.000127, 0.000117, 1.9e-05, 3e-05, 3.1e-05
149, 2e-06, 4.4e-05, 8e-05, 6e-06, 2.9e-05, 4.6e-05, 0.000116, 0.000125, 0.000117, 1.9e-05, 3.1e-05, 3.1e-05
150, 1e-06, 4.3e-05, 8.1e-05, 6e-06, 3.2e-05, 4.7e-05, 0.000118, 0.000127, 0.000118, 2e-05, 3.2e-05, 3.1e-05
151, 2e-06, 4.3e-05, 8.3e-05, 6e-06, 3e-05, 4.7e-05, 0.000128, 0.000138, 0.000119, 1.9e-05, 3.1e-05, 3.1e-05
152, 2e-06, 4.7e-05, 8.4e-05, 6e-06, 3e-05, 4.8e-05, 0.000135, 0.000127, 0.000119, 1.9e-05, 3.4e-05, 3.1e-05
153, 2e-06, 4.5e-05, 9.5e-05, 6e-06, 3e-05, 4.8e-05, 0.000153, 0.000129, 0.000121, 2.1e-05, 3.2e-05, 3.2e-05
154, 2e-06, 4.1e-05, 8.6e-05, 6e-06, 3e-05, 5e-05, 0.000121, 0.00013, 0.000122, 2.3e-05, 3.3e-05, 3.2e-05
155, 1e-06, 4.7e-05, 8.7e-05, 6e-06, 3.2e-05, 4.9e-05, 0.000121, 0.000129, 0.000121, 2.4e-05, 3.5e-05, 3.4e-05
156, 2e-06, 4.6e-05, 8.8e-05, 7e-06, 3.1e-05, 5e-05, 0.000122, 0.000131, 0.000124, 2.6e-05, 3.7e-05, 3.5e-05
157, 1e-06, 4.5e-05, 8.9e-05, 7e-06, 3.1e-05, 5.1e-05, 0.000124, 0.000132, 0.000124, 2.8e-05, 3.9e-05, 3.5e-05
158, 1e-06, 4.8e-05, 9e-05, 6e-06, 3.2e-05, 5.1e-05, 0.000124, 0.000133, 0.000125, 3e-05, 4e-05, 3.7e-05
159, 2e-06, 4.9e-05, 9.2e-05, 6e-06, 3.6e-05, 5.2e-05, 0.000124, 0.000139, 0.000127, 3.1e-05, 4.1e-05, 3.8e-05
160, 1e-06, 4.8e-05, 9.2e-05, 6e-06, 3.3e-05, 5.2e-05, 0.000126, 0.000135, 0.00013, 3.2e-05, 4.2e-05, 3.8e-05
161, 1e-06, 4.3e-05, 9.3e-05, 6e-06, 3.1e-05, 5.3e-05, 0.000128, 0.000137, 0.000127, 3.2e-05, 4.3e-05, 3.9e-05
162, 1e-06, 5.1e-05, 9.5e-05, 7e-06, 3.4e-05, 5.3e-05, 0.000128, 0.000137, 0.00013, 3.2e-05, 4.3e-05, 3.9e-05
